game_id,last_hint_correct,history_hint_correct,group,sex,age,education,hint_density,hint_trusted
74,0.0,0.19210142542251732,mpd,m,0.0,1.0,-0.025769865492436938,0.0
74,0.0,-0.4267711258533107,mpd,m,0.0,1.0,-1.0156196394614971,0.0
74,0.0,-0.7362074014912245,mpd,m,0.0,1.0,-0.7186647072707789,0.0
74,0.0,-0.9218691668739729,mpd,m,0.0,1.0,-0.8572436756264474,1.0
74,1.0,-0.4267711258533107,mpd,m,0.0,1.0,-0.6556742671091116,0.0
74,1.0,-0.07312966798140903,mpd,m,0.0,1.0,-0.4876997600113318,0.0
74,1.0,0.19210142542251732,mpd,m,0.0,1.0,-0.34556748477474875,0.0
74,0.0,-0.01418942500275876,mpd,m,0.0,1.0,-0.4876997600113318,0.0
74,0.0,-0.17922210534297936,mpd,m,0.0,1.0,-0.5963891469569537,0.0
74,0.0,-0.31424884380316004,mpd,m,0.0,1.0,-0.4876997600113318,0.0
74,0.0,-0.4267711258533107,mpd,m,0.0,1.0,-0.3904513611652484,0.0
74,0.0,-0.5219822875880533,mpd,m,0.0,1.0,-0.30292780220377397,0.0
74,0.0,-0.6035918547892616,mpd,m,0.0,1.0,-0.7186647072707789,0.0
74,0.0,-0.6743201463636418,mpd,m,0.0,1.0,-0.7719643104844974,0.0
74,0.0,-0.7362074014912245,mpd,m,0.0,1.0,-0.6930019353530624,0.0
74,0.0,-0.7908138030743859,mpd,m,0.0,1.0,-0.6196797298738727,0.0
74,0.0,-0.8393528267038627,mpd,m,0.0,1.0,-0.5514142282208344,0.0
74,1.0,-0.6873490421799751,mpd,m,0.0,1.0,-0.8236487742068913,0.0
74,0.0,-0.7362074014912245,mpd,m,0.0,1.0,-0.7594232273753871,0.0
74,1.0,-0.6035918547892616,mpd,m,0.0,1.0,-0.6988677117913978,0.0
74,1.0,-0.4830322668783859,mpd,m,0.0,1.0,-0.6416763915176301,0.0
74,1.0,-0.37295612139454304,mpd,m,0.0,1.0,-0.682196557703498,0.0
74,0.0,-0.4267711258533107,mpd,m,0.0,1.0,-0.6298320352479143,0.0
74,0.0,-0.47628092995537685,mpd,m,0.0,1.0,-0.7516596997364141,1.0
74,0.0,-0.5219822875880533,mpd,m,0.0,1.0,-0.7816551474324464,0.0
74,1.0,-0.4267711258533107,mpd,m,0.0,1.0,-0.7340623704214088,0.0
74,1.0,-0.33836076138533516,mpd,m,0.0,1.0,-0.762892037597056,0.0
74,0.0,-0.384090260248081,mpd,m,0.0,1.0,-0.7893682625542832,0.0
74,0.0,-0.4267711258533107,mpd,m,0.0,1.0,-0.8137679208481987,0.0
74,1.0,-0.34691660310804245,mpd,m,0.0,1.0,-0.7719643104844974,0.0
74,0.0,-0.38809159139857136,mpd,m,0.0,1.0,-0.7317381948515025,0.0
74,0.0,-0.4267711258533107,mpd,m,0.0,1.0,-0.6930019353530624,0.0
74,0.0,-0.4631753935754181,mpd,m,0.0,1.0,-0.7186647072707789,0.0
75,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
80,0.0,-1.6645162284049666,mpd,m,2.0,3.0,-2.3354193380869104,0.0
80,0.0,-1.6645162284049666,mpd,m,2.0,3.0,-2.104454390827463,0.0
80,0.0,-1.6645162284049666,mpd,m,2.0,3.0,-1.7195128120617176,0.0
82,0.0,-1.6645162284049666,mpd,m,0.0,1.0,-1.411559549049121,1.0
82,0.0,-1.6645162284049666,mpd,m,0.0,1.0,-0.8572436756264474,0.0
84,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-2.3354193380869104,1.0
84,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-2.104454390827463,1.0
84,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-1.7195128120617176,1.0
84,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-1.411559549049121,1.0
84,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-1.1595977884024513,1.0
84,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-0.9496296545302261,1.0
84,1.0,-1.134054041597114,mpd,m,1.0,1.0,-1.2267875912415631,0.0
84,0.0,-1.2003618149480955,mpd,m,1.0,1.0,-1.06511212815995,1.0
84,0.0,-1.2519345275544145,mpd,m,1.0,1.0,-0.9224573077938206,1.0
84,1.0,-0.9218691668739729,mpd,m,1.0,1.0,-0.7956530230239278,1.0
84,0.0,-0.9893825361040632,mpd,m,1.0,1.0,-0.682196557703498,1.0
84,0.0,-1.0456436771291384,mpd,m,1.0,1.0,-0.5800857389151104,1.0
84,1.0,-0.8076157727922816,mpd,m,1.0,1.0,-0.4876997600113318,1.0
84,0.0,-0.8688229481931877,mpd,m,1.0,1.0,-0.5680353938407046,1.0
84,0.0,-0.9218691668739729,mpd,m,1.0,1.0,-0.7719643104844974,1.0
84,0.0,-0.9682846082196601,mpd,m,1.0,1.0,-0.6930019353530624,1.0
89,0.0,-1.6645162284049666,mpd,f,1.0,1.0,-2.797349232605805,0.0
90,0.0,-1.6645162284049666,mpd,f,0.0,1.0,1.360019818064247,1.0
90,1.0,0.19210142542251732,mpd,f,0.0,1.0,1.360019818064247,1.0
90,0.0,-0.4267711258533107,mpd,f,0.0,1.0,1.360019818064247,0.0
90,0.0,-0.7362074014912245,mpd,f,0.0,1.0,1.360019818064247,0.0
90,0.0,-0.9218691668739729,mpd,f,0.0,1.0,1.360019818064247,0.0
91,1.0,2.048719079250001,mpd,m,1.0,1.0,1.360019818064247,1.0
91,0.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,0.0
91,0.0,-0.4267711258533107,mpd,m,1.0,1.0,1.360019818064247,0.0
91,0.0,-0.7362074014912245,mpd,m,1.0,1.0,1.360019818064247,0.0
91,0.0,-0.9218691668739729,mpd,m,1.0,1.0,1.360019818064247,0.0
91,0.0,-1.0456436771291384,mpd,m,1.0,1.0,0.6671249762859051,0.0
91,0.0,-1.134054041597114,mpd,m,1.0,1.0,0.744113292039054,0.0
91,0.0,-1.2003618149480955,mpd,m,1.0,1.0,-0.025769865492436938,0.0
91,0.0,-1.2519345275544145,mpd,m,1.0,1.0,0.08082934093500053,0.0
92,1.0,2.048719079250001,mpd,f,1.0,1.0,-1.411559549049121,1.0
92,1.0,2.048719079250001,mpd,f,1.0,1.0,-2.520191295894468,1.0
93,0.0,-1.6645162284049666,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,0.19210142542251732,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,0.8109739766983451,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,1.1204102523362591,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,1.3060720177190077,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,1.4298465279741732,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,1.5182568924421485,mpd,f,1.0,1.0,1.360019818064247,0.0
93,0.0,1.1204102523362591,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,1.2235556775488972,mpd,f,1.0,1.0,1.360019818064247,1.0
93,0.0,0.9347484869535106,mpd,f,1.0,1.0,1.360019818064247,1.0
93,1.0,1.0360185407986464,mpd,f,1.0,1.0,1.360019818064247,0.0
93,1.0,1.1204102523362591,mpd,f,1.0,1.0,1.360019818064247,0.0
93,0.0,0.9061851384330879,mpd,f,1.0,1.0,1.360019818064247,0.0
93,0.0,0.72256361223037,mpd,f,1.0,1.0,1.013572397175076,0.0
93,0.0,0.563424956188014,mpd,f,1.0,1.0,1.0339516572273801,1.0
95,1.0,2.048719079250001,mpd,m,2.0,3.0,-1.9658754224717945,0.0
95,0.0,0.19210142542251732,mpd,m,2.0,3.0,-1.807499458636745,0.0
95,0.0,-0.4267711258533107,mpd,m,2.0,3.0,-1.7195128120617176,0.0
95,0.0,-0.7362074014912245,mpd,m,2.0,3.0,-1.411559549049121,0.0
95,0.0,-0.9218691668739729,mpd,m,2.0,3.0,-1.1595977884024513,0.0
95,0.0,-1.0456436771291384,mpd,m,2.0,3.0,-0.9496296545302261,0.0
100,0.0,-1.6645162284049666,mpd,f,1.0,1.0,1.360019818064247,0.0
100,0.0,-1.6645162284049666,mpd,f,1.0,1.0,-0.8572436756264474,0.0
100,0.0,-1.6645162284049666,mpd,f,1.0,1.0,-0.4876997600113318,0.0
100,0.0,-1.6645162284049666,mpd,f,1.0,1.0,-0.22373982028624886,0.0
100,1.0,-0.9218691668739729,mpd,f,1.0,1.0,-0.025769865492436938,0.0
100,1.0,-0.4267711258533107,mpd,f,1.0,1.0,0.12820676601386136,0.0
100,0.0,-0.6035918547892616,mpd,f,1.0,1.0,-0.15175074581577175,0.0
100,0.0,-0.7362074014912245,mpd,f,1.0,1.0,-0.34556748477474875,1.0
100,1.0,-0.4267711258533107,mpd,f,1.0,1.0,-0.22373982028624886,0.0
100,0.0,-0.5505456361084763,mpd,f,1.0,1.0,-0.11815584439621615,0.0
100,0.0,-0.6518156899536117,mpd,f,1.0,1.0,-0.025769865492436938,0.0
101,0.0,-1.6645162284049666,mpd,f,0.0,1.0,1.360019818064247,1.0
101,1.0,0.19210142542251732,mpd,f,0.0,1.0,1.360019818064247,1.0
101,1.0,0.8109739766983451,mpd,f,0.0,1.0,1.360019818064247,1.0
101,1.0,1.1204102523362591,mpd,f,0.0,1.0,1.360019818064247,1.0
101,1.0,1.3060720177190077,mpd,f,0.0,1.0,1.360019818064247,0.0
101,0.0,0.8109739766983451,mpd,f,0.0,1.0,1.360019818064247,1.0
101,1.0,0.9877947056342962,mpd,f,0.0,1.0,1.360019818064247,0.0
101,0.0,0.6562558388793883,mpd,f,0.0,1.0,1.360019818064247,1.0
102,0.0,-1.6645162284049666,mpd,m,1.0,2.0,1.360019818064247,1.0
102,1.0,0.19210142542251732,mpd,m,1.0,2.0,1.360019818064247,1.0
102,1.0,0.8109739766983451,mpd,m,1.0,2.0,0.2513880712189001,1.0
102,1.0,1.1204102523362591,mpd,m,1.0,2.0,0.43616002902645795,1.0
103,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-1.9658754224717945,0.0
103,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-1.411559549049121,0.0
103,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-1.0156196394614971,0.0
103,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-0.7186647072707789,0.0
103,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-0.4876997600113318,0.0
103,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-0.30292780220377397,0.0
103,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-0.15175074581577175,0.0
106,1.0,2.048719079250001,mpd,m,1.0,1.0,1.360019818064247,1.0
106,0.0,0.19210142542251732,mpd,m,1.0,1.0,-0.025769865492436938,0.0
106,0.0,-0.4267711258533107,mpd,m,1.0,1.0,-1.0156196394614971,0.0
106,0.0,-0.7362074014912245,mpd,m,1.0,1.0,-1.1036062860365243,0.0
106,0.0,-0.9218691668739729,mpd,m,1.0,1.0,-0.8572436756264474,1.0
108,0.0,-1.6645162284049666,mpd,m,0.0,1.0,1.360019818064247,1.0
108,1.0,0.19210142542251732,mpd,m,0.0,1.0,-0.025769865492436938,0.0
108,0.0,-0.4267711258533107,mpd,m,0.0,1.0,0.2513880712189001,1.0
108,1.0,0.19210142542251732,mpd,m,0.0,1.0,0.43616002902645795,1.0
108,1.0,0.563424956188014,mpd,m,0.0,1.0,0.5681399988889988,0.0
108,0.0,0.19210142542251732,mpd,m,0.0,1.0,0.6671249762859051,0.0
108,0.0,-0.07312966798140903,mpd,m,0.0,1.0,0.744113292039054,1.0
108,0.0,-0.2720529880343536,mpd,m,0.0,1.0,0.3521727754775681,1.0
108,1.0,-0.01418942500275876,mpd,m,0.0,1.0,0.43616002902645795,1.0
108,1.0,0.19210142542251732,mpd,m,0.0,1.0,0.5072261666447492,1.0
108,0.0,0.023318002347291453,mpd,m,0.0,1.0,0.5681399988889988,1.0
108,0.0,-0.1173348502153966,mpd,m,0.0,1.0,0.6209319868340157,0.0
108,0.0,-0.23634880238382502,mpd,m,0.0,1.0,0.6671249762859051,1.0
108,1.0,-0.07312966798140903,mpd,m,0.0,1.0,0.7078834963905133,1.0
108,1.0,0.06832691516735175,mpd,m,0.0,1.0,0.744113292039054,1.0
108,1.0,0.19210142542251732,mpd,m,0.0,1.0,0.7765294249877486,0.0
109,0.0,-1.6645162284049666,mpd,f,3.0,3.0,-0.4876997600113318,1.0
109,1.0,0.19210142542251732,mpd,f,3.0,3.0,-1.411559549049121,0.0
109,0.0,-0.4267711258533107,mpd,f,3.0,3.0,-1.7195128120617176,0.0
109,0.0,-0.7362074014912245,mpd,f,3.0,3.0,-2.0511547876137444,0.0
109,0.0,-0.9218691668739729,mpd,f,3.0,3.0,-2.4326677369329937,0.0
109,0.0,-1.0456436771291384,mpd,f,3.0,3.0,-2.2430333591831313,1.0
109,0.0,-1.134054041597114,mpd,f,3.0,3.0,-2.1674448309891305,1.0
109,1.0,-0.7362074014912245,mpd,f,3.0,3.0,-2.0140768027694183,1.0
109,1.0,-0.4267711258533107,mpd,f,3.0,3.0,-1.8734894435680156,1.0
109,1.0,-0.17922210534297936,mpd,f,3.0,3.0,-1.7441490731027252,0.0
112,0.0,-1.6645162284049666,mpd,m,2.0,1.0,-2.599379277811993,1.0
112,0.0,-1.6645162284049666,mpd,m,2.0,1.0,-2.520191295894468,1.0
112,0.0,-1.6645162284049666,mpd,m,2.0,1.0,-2.1674448309891305,1.0
112,0.0,-1.6645162284049666,mpd,m,2.0,1.0,-2.0511547876137444,0.0
112,0.0,-1.6645162284049666,mpd,m,2.0,1.0,-1.807499458636745,0.0
112,1.0,-1.0456436771291384,mpd,m,2.0,1.0,-1.7580069699382919,0.0
112,0.0,-1.134054041597114,mpd,m,2.0,1.0,-2.071459398361828,0.0
112,0.0,-1.2003618149480955,mpd,m,2.0,1.0,-2.0140768027694183,0.0
113,0.0,-1.6645162284049666,mpd,m,1.0,1.0,-0.4876997600113318,1.0
113,1.0,0.19210142542251732,mpd,m,1.0,1.0,-1.807499458636745,0.0
113,0.0,-0.4267711258533107,mpd,m,1.0,1.0,-1.411559549049121,0.0
113,0.0,-0.7362074014912245,mpd,m,1.0,1.0,-1.1036062860365243,0.0
113,0.0,-0.9218691668739729,mpd,m,1.0,1.0,-1.1595977884024513,1.0
113,1.0,-0.4267711258533107,mpd,m,1.0,1.0,-1.411559549049121,0.0
115,0.0,-1.6645162284049666,mpd,m,1.0,1.0,1.360019818064247,1.0
115,1.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,0.0
115,0.0,-0.4267711258533107,mpd,m,1.0,1.0,1.360019818064247,0.0
115,0.0,-0.7362074014912245,mpd,m,1.0,1.0,0.43616002902645795,0.0
115,0.0,-0.9218691668739729,mpd,m,1.0,1.0,0.5681399988889988,0.0
115,0.0,-1.0456436771291384,mpd,m,1.0,1.0,0.6671249762859051,0.0
115,1.0,-0.6035918547892616,mpd,m,1.0,1.0,0.744113292039054,0.0
115,0.0,-0.7362074014912245,mpd,m,1.0,1.0,0.8057039446415736,0.0
115,0.0,-0.8393528267038627,mpd,m,1.0,1.0,0.8560962967709073,0.0
115,0.0,-0.9218691668739729,mpd,m,1.0,1.0,0.8980899235453522,0.0
115,0.0,-0.9893825361040632,mpd,m,1.0,1.0,0.9336229923544984,0.0
115,1.0,-0.7362074014912245,mpd,m,1.0,1.0,0.9640799084766233,0.0
115,0.0,-0.8076157727922816,mpd,m,1.0,1.0,0.9904759024491314,0.0
115,0.0,-0.8688229481931877,mpd,m,1.0,1.0,1.013572397175076,0.0
115,0.0,-0.9218691668739729,mpd,m,1.0,1.0,1.0339516572273801,0.0
115,0.0,-0.9682846082196601,mpd,m,1.0,1.0,0.5285460079302365,0.0
115,1.0,-0.7908138030743859,mpd,m,1.0,1.0,0.15498531062365248,1.0
115,0.0,-0.8393528267038627,mpd,m,1.0,1.0,-0.1323690719198744,0.0
115,0.0,-0.8827824794249733,mpd,m,1.0,1.0,-0.0770954093278699,0.0
115,1.0,-0.7362074014912245,mpd,m,1.0,1.0,-0.16912741896381803,0.0
115,0.0,-0.7804125837252124,mpd,m,1.0,1.0,-0.11815584439621615,0.0
115,1.0,-0.6518156899536117,mpd,m,1.0,1.0,-0.19899357593702244,0.0
115,0.0,-0.6958461481471488,mpd,m,1.0,1.0,-0.3821157841212985,0.0
115,0.0,-0.7362074014912245,mpd,m,1.0,1.0,-0.43776139303631606,0.0
115,1.0,-0.6248103422615755,mpd,m,1.0,1.0,-0.3904513611652484,0.0
115,0.0,-0.6647990301901676,mpd,m,1.0,1.0,-0.4415067705594419,0.0
115,1.0,-0.5642983594701614,mpd,m,1.0,1.0,-0.4876997600113318,0.0
115,0.0,-0.6035918547892616,mpd,m,1.0,1.0,-0.762892037597056,0.0
115,1.0,-0.5121328570637697,mpd,m,1.0,1.0,-0.7186647072707789,0.0
115,0.0,-0.5505456361084763,mpd,m,1.0,1.0,-0.6762425741006761,1.0
115,1.0,-0.4666983872259447,mpd,m,1.0,1.0,-0.6355173262573778,0.0
115,0.0,-0.5041301947627891,mpd,m,1.0,1.0,-0.7956530230239278,0.0
115,0.0,-0.5392934079034611,mpd,m,1.0,1.0,-0.7564589713677795,0.0
115,0.0,-0.5723881967417407,mpd,m,1.0,1.0,-0.7186647072707789,1.0
115,1.0,-0.497499417427691,mpd,m,1.0,1.0,-0.682196557703498,1.0
115,0.0,-0.5299165510659485,mpd,m,1.0,1.0,-0.6469859305350881,0.0
115,0.0,-0.5605814072102463,mpd,m,1.0,1.0,-0.6724717178188896,0.0
115,0.0,-0.5896323235574759,mpd,m,1.0,1.0,-0.6963132607618002,0.0
115,0.0,-0.6171934493227962,mpd,m,1.0,1.0,-0.6636730531613869,1.0
115,1.0,-0.5505456361084763,mpd,m,1.0,1.0,-0.6320528520484862,0.0
115,1.0,-0.4871489357338792,mpd,m,1.0,1.0,-0.6556742671091116,0.0
115,0.0,-0.515181490321286,mpd,m,1.0,1.0,-0.7287066614994506,0.0
115,1.0,-0.45555589568009325,mpd,m,1.0,1.0,-0.6988677117913978,0.0
115,0.0,-0.4830322668783859,mpd,m,1.0,1.0,-0.7186647072707789,1.0
115,1.0,-0.4267711258533107,mpd,m,1.0,1.0,-0.6901895767867376,1.0
115,1.0,-0.37295612139454304,mpd,m,1.0,1.0,-0.6624840444238866,1.0
115,1.0,-0.32143111712551004,mpd,m,1.0,1.0,-0.6355173262573778,0.0
116,0.0,-1.6645162284049666,mpd,f,1.0,1.0,1.360019818064247,0.0
116,0.0,-1.6645162284049666,mpd,f,1.0,1.0,-0.8572436756264474,0.0
116,0.0,-1.6645162284049666,mpd,f,1.0,1.0,-1.411559549049121,1.0
116,1.0,-0.7362074014912245,mpd,f,1.0,1.0,-1.411559549049121,0.0
116,0.0,-0.9218691668739729,mpd,f,1.0,1.0,-1.1595977884024513,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,0.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,0.0
117,0.0,1.6773955484845045,mpd,m,2.0,3.0,1.360019818064247,0.0
117,1.0,1.7111522330995494,mpd,m,2.0,3.0,1.360019818064247,1.0
117,0.0,1.4298465279741732,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,1.4774521088415444,mpd,m,2.0,3.0,1.360019818064247,1.0
117,1.0,1.5182568924421485,mpd,m,2.0,3.0,1.360019818064247,0.0
117,0.0,1.3060720177190077,mpd,m,2.0,3.0,1.360019818064247,1.0
120,0.0,-1.6645162284049666,mpd,f,0.0,1.0,1.360019818064247,0.0
120,0.0,-1.6645162284049666,mpd,f,0.0,1.0,1.360019818064247,1.0
120,1.0,-0.4267711258533107,mpd,f,0.0,1.0,1.360019818064247,0.0
120,0.0,-0.7362074014912245,mpd,f,0.0,1.0,1.360019818064247,1.0
124,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,0.0
129,0.0,-1.6645162284049666,mpd,m,0.0,1.0,1.360019818064247,0.0
133,1.0,2.048719079250001,mpd,f,1.0,1.0,1.360019818064247,1.0
138,0.0,-1.6645162284049666,mpd,f,1.0,1.0,1.360019818064247,0.0
138,0.0,-1.6645162284049666,mpd,f,1.0,1.0,1.360019818064247,0.0
138,0.0,-1.6645162284049666,mpd,f,1.0,1.0,-1.411559549049121,0.0
139,0.0,-1.6645162284049666,mpd,m,1.0,2.0,-2.599379277811993,1.0
139,0.0,-1.6645162284049666,mpd,m,1.0,2.0,-2.104454390827463,1.0
139,0.0,-1.6645162284049666,mpd,m,1.0,2.0,-1.7195128120617176,1.0
141,0.0,-1.6645162284049666,mpd,m,0.0,1.0,1.360019818064247,1.0
141,1.0,0.19210142542251732,mpd,m,0.0,1.0,1.360019818064247,0.0
141,1.0,0.8109739766983451,mpd,m,0.0,1.0,0.2513880712189001,0.0
141,0.0,0.19210142542251732,mpd,m,0.0,1.0,0.43616002902645795,0.0
141,1.0,0.563424956188014,mpd,m,0.0,1.0,0.5681399988889988,0.0
141,0.0,0.19210142542251732,mpd,m,0.0,1.0,0.6671249762859051,0.0
141,0.0,-0.07312966798140903,mpd,m,0.0,1.0,-0.15175074581577175,0.0
141,0.0,-0.2720529880343536,mpd,m,0.0,1.0,-0.6196797298738727,0.0
141,0.0,-0.4267711258533107,mpd,m,0.0,1.0,-1.5435395189116625,0.0
141,1.0,-0.17922210534297936,mpd,m,0.0,1.0,-1.7441490731027252,0.0
141,1.0,0.023318002347291453,mpd,m,0.0,1.0,-1.6247579619039954,0.0
141,0.0,-0.1173348502153966,mpd,m,0.0,1.0,-1.698274655991883,0.0
141,1.0,0.04928468282040326,mpd,m,0.0,1.0,-1.5963315068566788,1.0
143,0.0,-1.6645162284049666,mpd,m,1.0,2.0,-1.411559549049121,1.0
143,1.0,0.19210142542251732,mpd,m,1.0,2.0,-0.8572436756264474,0.0
143,0.0,-0.4267711258533107,mpd,m,1.0,2.0,-1.0156196394614971,0.0
143,0.0,-0.7362074014912245,mpd,m,1.0,2.0,-1.1036062860365243,0.0
143,0.0,-0.9218691668739729,mpd,m,1.0,2.0,-0.8572436756264474,0.0
149,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,0.0
149,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
149,1.0,2.048719079250001,mpd,m,2.0,3.0,1.360019818064247,1.0
149,0.0,1.1204102523362591,mpd,m,2.0,3.0,0.43616002902645795,1.0
149,0.0,0.563424956188014,mpd,m,2.0,3.0,0.5681399988889988,1.0
149,1.0,0.8109739766983451,mpd,m,2.0,3.0,0.6671249762859051,1.0
149,1.0,0.9877947056342962,mpd,m,2.0,3.0,0.744113292039054,1.0
149,1.0,1.1204102523362591,mpd,m,2.0,3.0,0.8057039446415736,1.0
149,1.0,1.2235556775488972,mpd,m,2.0,3.0,0.43616002902645795,0.0
149,0.0,0.9347484869535106,mpd,m,2.0,3.0,0.5072261666447492,0.0
149,0.0,0.6984516946481947,mpd,m,2.0,3.0,0.5681399988889988,1.0
149,1.0,0.8109739766983451,mpd,m,2.0,3.0,0.6209319868340157,1.0
151,1.0,2.048719079250001,mpd,f,0.0,1.0,1.360019818064247,0.0
151,0.0,0.19210142542251732,mpd,f,0.0,1.0,1.360019818064247,1.0
157,0.0,-1.6645162284049666,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.8109739766983451,mpd,m,1.0,1.0,1.360019818064247,1.0
157,0.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,0.0
157,1.0,0.563424956188014,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,0.0
157,1.0,0.45733251882644343,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.6562558388793883,mpd,m,1.0,1.0,1.360019818064247,1.0
157,0.0,0.3983922758477934,mpd,m,1.0,1.0,1.360019818064247,1.0
157,0.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.36088484849774294,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,0.0
157,1.0,0.33491816802463137,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,1.0
157,0.0,0.06832691516735175,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,-0.03997578130591817,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,-0.13553698407645048,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,-0.01418942500275876,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.09438470680001806,mpd,m,1.0,1.0,1.360019818064247,0.0
157,1.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.2805117898904928,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.36088484849774294,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,0.27282393211066874,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,0.19210142542251732,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.2663661315756167,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.33491816802463137,mpd,m,1.0,1.0,1.360019818064247,1.0
157,0.0,0.26086504223094253,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.32471697212448036,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.3841653206460501,mpd,m,1.0,1.0,1.360019818064247,0.0
157,0.0,0.31587593567768285,mpd,m,1.0,1.0,1.360019818064247,1.0
157,1.0,0.3717741015993704,mpd,m,1.0,1.0,1.360019818064247,1.0
158,0.0,-1.6645162284049666,mpd,f,0.0,1.0,-0.4876997600113318,0.0
159,0.0,-1.6645162284049666,mpd,m,1.0,2.0,1.360019818064247,1.0
161,0.0,-1.6645162284049666,mpd,f,3.0,3.0,-2.599379277811993,0.0
161,0.0,-1.6645162284049666,mpd,f,3.0,3.0,-2.104454390827463,0.0
161,0.0,-1.6645162284049666,mpd,f,3.0,3.0,-1.7195128120617176,0.0
161,0.0,-1.6645162284049666,mpd,f,3.0,3.0,-1.6635213096957908,1.0
161,1.0,-0.9218691668739729,mpd,f,3.0,3.0,-1.411559549049121,1.0
161,1.0,-0.4267711258533107,mpd,f,3.0,3.0,-1.411559549049121,1.0
161,1.0,-0.07312966798140903,mpd,f,3.0,3.0,-1.2267875912415631,1.0
161,1.0,0.19210142542251732,mpd,f,3.0,3.0,-1.06511212815995,0.0
161,0.0,-0.01418942500275876,mpd,f,3.0,3.0,-0.9224573077938206,1.0
161,1.0,0.19210142542251732,mpd,f,3.0,3.0,-0.7956530230239278,1.0
161,0.0,0.023318002347291453,mpd,f,3.0,3.0,-0.682196557703498,1.0
161,1.0,0.19210142542251732,mpd,f,3.0,3.0,-0.5800857389151104,1.0
161,0.0,0.04928468282040326,mpd,f,3.0,3.0,-0.4876997600113318,1.0
161,1.0,0.19210142542251732,mpd,f,3.0,3.0,-0.40371250646244194,1.0
